views_int,views,ai_comment_mentions,comments_scanned,comments,norwegian_score,title,channel,channel_country,default_language,default_audio_language,url,duration,upload_date,found_by_queries,norwegian_reasons,norwegian_markers_found,ai_markers_in_metadata,subscribers,channel_video_count,comment_scan_error,ai_comment_texts
1100,1100,NOT_SCANNED,NOT_SCANNED,0,15,På legekontoret #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/lantwTYr0sw,0:07,2025-08-02T18:12:50Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1092,1092,NOT_SCANNED,NOT_SCANNED,0,19,"All the way from Norway! Ja, jeg er norsk. Skriv en norsk kommentar til meg så jeg vet du vet hva je",Pernille Camaro,NO,no,no,https://www.youtube.com/shorts/C3kle2BsAkY,0:16,2026-06-22T06:01:12Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; hva; jeg; norsk; og; til; å; ø,,233,457,,
1064,1064,NOT_SCANNED,NOT_SCANNED,0,15,Den smarte kaffemaskinen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/YTuI3fiN6LU,0:07,2025-10-26T08:51:17Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1060,1060,NOT_SCANNED,NOT_SCANNED,0,15,Den norske sommerferien #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/8-H_UvTgfqw,0:07,2025-10-18T06:10:21Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1057,1057,NOT_SCANNED,NOT_SCANNED,4,19,Hvis du måtte velge noe annet enn norsk? #Språk #shrek #shrek3,Prime Video Norge,NO,no,no,https://www.youtube.com/shorts/ImPqMW_tvGo,0:31,2026-02-24T07:31:31Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; følg; ikke; med; norge; norsk; og; på; til; velkommen; å; ø,,200000,1786,,
1051,1051,NOT_SCANNED,NOT_SCANNED,0,15,På legekontoret #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/6-PHrbpREB4,0:07,2025-08-05T08:47:29Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1051,1051,NOT_SCANNED,NOT_SCANNED,0,15,Den norske oppgraderingen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/CdLBf5qURZw,0:07,2026-03-05T11:24:05Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1047,1047,NOT_SCANNED,NOT_SCANNED,1,7,Norge til vm X +47 oh eh oh,MCIeditzz,,no,en,https://www.youtube.com/shorts/rYyLYZaiPmk,0:33,2026-06-22T15:17:51Z,norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; til,,700,8,,
1037,1037,NOT_SCANNED,NOT_SCANNED,0,15,På legekontoret #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/rYjKKOJzfDU,0:07,2025-09-12T13:59:42Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1031,1031,NOT_SCANNED,NOT_SCANNED,0,6,10 pakker Chaos Rising! #pokemon #pokemoncards #pokemontcg #chaosrising #norge #norsk,PokeLampe,,no,,https://www.youtube.com/shorts/A1bPTPJgoUc,1:16,2026-06-10T12:50:11Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,dette,,211,59,,
1026,1026,NOT_SCANNED,NOT_SCANNED,0,15,Den norske reaksjonen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/MQ0-5hCIcyU,0:07,2026-03-23T11:45:49Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1018,1018,NOT_SCANNED,NOT_SCANNED,2,19,Mariachi Sol de Oslo byr på tradisjonell meksikansk fest | Semifinale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/F6V4KKDPCKE,2:22,2024-11-14T15:00:14Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; og; på; å; ø,,11600,466,,
998,998,NOT_SCANNED,NOT_SCANNED,0,15,Den norske luksusen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/8KW49E90QXI,0:07,2026-03-13T09:19:46Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
992,992,NOT_SCANNED,NOT_SCANNED,0,15,Den norske treningen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/EAIAceb8o6w,0:07,2026-03-10T10:52:41Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
986,986,NOT_SCANNED,NOT_SCANNED,0,15,Fisketur med overraskelse #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/0TP6asWbSbw,0:07,2025-07-05T06:06:40Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
979,979,NOT_SCANNED,NOT_SCANNED,3,19,⚠️ Viktig informasjon ⚠️ #gamesoftor #norsk #stream #gta #farmingsimulator25,Games Of Tor,NO,no,no,https://www.youtube.com/shorts/7U_yTgH7Pqs,2:19,2026-06-12T15:15:23Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; du; jeg; med; norsk; norske; og; på; til; velkommen; å; ø,,17100,3029,,
969,969,NOT_SCANNED,NOT_SCANNED,0,15,Den norske brødristeren#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/LNN14pG68jc,0:07,2026-02-24T11:55:51Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å; ø,,144,219,,
950,950,NOT_SCANNED,NOT_SCANNED,0,14,Sikre norske nettcasinoer visit no.casinomidnight.com,Beste Nettcasinoer i Norge,,no,no,https://www.youtube.com/shorts/vl7JXHVhjLs,0:30,2024-12-01T14:38:07Z,norske,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; du; ikke; med; norge; norsk; norske; og; på; til; å; ø,,46,8,,
942,942,NOT_SCANNED,NOT_SCANNED,0,15,Den norske optimisten#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/X6VnssFRBpw,0:07,2026-03-27T12:14:06Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
940,940,NOT_SCANNED,NOT_SCANNED,0,15,Den norske logikken#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/RPjjzB7uRwo,0:07,2026-03-26T09:47:12Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
935,935,NOT_SCANNED,NOT_SCANNED,7,8,#norge like hvis du er norsk,NorgeErBest,,no,,https://www.youtube.com/shorts/-DHf8VNCHMQ,0:14,2026-06-19T14:47:19Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; norge; norsk,,44,20,,
934,934,NOT_SCANNED,NOT_SCANNED,0,15,Den norske løsningen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/V4MLVM__pmg,0:07,2026-03-24T08:08:45Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å; ø,,144,219,,
928,928,NOT_SCANNED,NOT_SCANNED,0,10,🇳🇴Ut på tur -aldri sur🍀 #norsk #learnnorwegian,Learn Norwegian online,,no,,https://www.youtube.com/shorts/mJkGAo8kWFY,1:04,2026-06-03T17:57:27Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; du; hva; ikke; jeg; og; på; til; å; ø,,75,80,,
907,907,NOT_SCANNED,NOT_SCANNED,10,19,Vi blir spist opp av haier😱 #sharks #sverige #norsk #norwegian,Wflo50,NO,no,no,https://www.youtube.com/shorts/01uDs5sKKGc,0:05,2026-06-22T13:13:00Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; med; og; på; å,,11600,423,,
902,902,NOT_SCANNED,NOT_SCANNED,0,15,Den norske konklusjonen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/qX-BYs-nHwc,0:07,2026-03-25T09:29:23Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
901,901,NOT_SCANNED,NOT_SCANNED,0,15,"Den norske beslutningen, stille#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser",Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/724nG3OGY-M,0:07,2026-03-22T12:03:10Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
897,897,NOT_SCANNED,NOT_SCANNED,0,15,Den norske effektiviteten#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/MliJzqs_Bto,0:07,2026-03-20T09:24:29Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
882,882,NOT_SCANNED,NOT_SCANNED,0,15,Den norske teknologien#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/RBaWN9FdTPA,0:07,2026-03-18T15:01:41Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
876,876,NOT_SCANNED,NOT_SCANNED,0,19,Norsk Sommer-låt 2026 🌞,Skinnsyk,NO,no,no,https://www.youtube.com/shorts/e889omciPz0,0:40,2026-06-20T14:00:23Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,følg; norsk; og; å; ø,,211,253,,
866,866,NOT_SCANNED,NOT_SCANNED,2,6,Качество дорог в хуторах Норвегии,Норвежская безмятежность,NO,ru,ru,https://www.youtube.com/shorts/KEqSzApQPXc,1:09,2026-06-22T21:15:30Z,norsk,channel_country=NO; found by broad Norway/Norwegian seed query,,,7990,420,,
849,849,NOT_SCANNED,NOT_SCANNED,6,19,Norske medier er enveiskjørte ‼️,Politikk og kommunikasjon m/ Daniel Haugerud  ,NO,no,no,https://www.youtube.com/shorts/D-5nvuf2g9A,0:52,2026-01-06T13:08:28Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; norske; og; på; å; ø,,4710,1615,,
835,835,NOT_SCANNED,NOT_SCANNED,0,15,"Den norske planen, igjen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser",Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/u52CFYFZS2U,0:07,2026-03-21T12:29:42Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
826,826,NOT_SCANNED,NOT_SCANNED,,11,Risikerer svenske tilstander i norsk luftfart,Norwegian Air Shuttle,NO,no,,https://www.youtube.com/shorts/2-PijBSOOuY,0:35,2025-10-31T12:53:30Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk,,27100,396,,
809,809,NOT_SCANNED,NOT_SCANNED,0,15,Den late fiskeren #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/3UgtcMMYo1U,0:07,2025-08-15T17:45:06Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
806,806,NOT_SCANNED,NOT_SCANNED,0,15,Norske vokaler: Lær med Cecilie! #shorts,Norsk For Deg!,NO,no,,https://www.youtube.com/shorts/00kpxh7Unwk,0:14,2025-10-21T09:36:19Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; du; med; norsk; norske; og; på; til; å; æ; ø,,157,99,,
802,802,NOT_SCANNED,NOT_SCANNED,26,19,JEG SITTER FAST I BACKROOMS! (Norsk Backrooms Sang),Dobbern,NO,no,no,https://www.youtube.com/shorts/_d6HaFLI6wY,2:47,2026-06-05T15:56:58Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; det; du; jeg; med; og; på; til; å; ø,,488,14,,
797,797,NOT_SCANNED,NOT_SCANNED,3,17,"Kvalitet over kvantitet, eller? #shorts #norsk #musikk #norskyoutube",Kristian Junior,NO,no,no,https://www.youtube.com/shorts/uf4hwEdAPTk,0:54,2024-02-28T13:06:00Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; norsk; å,,1120,85,,
773,773,NOT_SCANNED,NOT_SCANNED,0,19,🎵 Lær bokstaven A med moro og sang! | Kids Show Norsk,Kids Show Norsk,NO,no,no,https://www.youtube.com/shorts/6WBsbqtvYBM,0:30,2025-10-17T08:15:00Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; med; norsk; og; på; til; velkommen; å; æ; ø,,48,161,,
762,762,NOT_SCANNED,NOT_SCANNED,10,18,MURDER DRONES NORSK DUB!!! || #norwegian #murderdrones #norsk #dubbing,MrSaladCat,NO,no,no,https://www.youtube.com/shorts/PKsn78sc958,1:15,2026-06-09T16:54:33Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; norsk; og; å,,518,14,,
758,758,NOT_SCANNED,NOT_SCANNED,0,14,Kongesangen - Den norske Studentersangforening,Den norske Studentersangforening,,no,no,https://www.youtube.com/shorts/YOFymKZGtCE,2:30,2026-05-17T05:00:06Z,norske,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; med; norsk; norske; å; ø,,709,79,,
757,757,NOT_SCANNED,NOT_SCANNED,0,9,Gutta på landslaget elsker norsk speltbrød,Samson Olsen,,no,,https://www.youtube.com/shorts/WMLPo3uazSY,0:18,2026-06-18T15:51:23Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; på; å; ø,,799,552,,
756,756,NOT_SCANNED,NOT_SCANNED,0,15,Hvilken norsk låt skulle Spellemann-artistene ønske at de lagde selv?  «P3 Live» i appen NRK Radio📻,NRK P3,NO,no,,https://www.youtube.com/shorts/j9ySiFyDNJY,1:57,2026-03-26T10:01:22Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; norsk; på; til; å; ø,,960000,1008,,
749,749,NOT_SCANNED,NOT_SCANNED,0,9,Takeoff Norwegian DY1040 OSL-KRK Oslo Airport Boeing 737-8 20. June #aviation #planespotting,Cleared for takeoff,,no,no,https://www.youtube.com/shorts/96QcSTbXh7g,0:55,2026-06-23T12:00:20Z,norsk,defaultLanguage=no; defaultAudioLanguage=no; found by broad Norway/Norwegian seed query,,,858,444,,
745,745,NOT_SCANNED,NOT_SCANNED,5,19,Burde man ikke like norsk kultur om man kommer til Norge?,Politikk og kommunikasjon m/ Daniel Haugerud  ,NO,no,no,https://www.youtube.com/shorts/bBfubWyxIy8,1:30,2026-06-13T14:35:21Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; ikke; med; norge; norsk; og; på; til; å; æ; ø,,4710,1615,,
704,704,NOT_SCANNED,NOT_SCANNED,18,19,Norske flagget vs. pride-flagget,Politikk og kommunikasjon m/ Daniel Haugerud  ,NO,no,no,https://www.youtube.com/shorts/871-FA3zH3w,1:01,2026-06-09T10:31:58Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,fordi; ikke; norsk; norske; og; på; å; ø,,4710,1615,,
686,686,NOT_SCANNED,NOT_SCANNED,0,19,Norske Slanguttrykk Du Må Lære | Populære og Uformelle Phrases  #lærnorsk,My Norwegan Teacher,NO,no,no,https://www.youtube.com/shorts/qgd4wuvMhSY,2:57,2025-01-14T14:00:55Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hvordan; nordmenn; norsk; norske; og; på; å; æ; ø,,8880,275,,
